BSI_10m,CH4_Annual_Average,EVI_10m,LSWI_10m,NDRE_10m,NDVI_10m,NDWI_10m,annual_rainfall_mm,cropland_frac,mean_temp_celsius,vlcode,water_frac,VILLAGE CODE,VILLAGE NAME,DISTRICT NAME,VILLAGE PIN CODE,VILLAGE LATITUDE,VILLAGE LONGITUDE,"TOTAL CULTIVABLE AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","NET SOWN AREA (IN HECTARES) , IF IN ACRES DIVIDE BY 2.47","TOTAL AREA IRRIGATED (IN HECTARE), IF IN ACRES DIVIDE BY 2.47","TOTAL UNIRRIGATED LAND AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","TOTAL AREA COVERED UNDER IRRIGATION (DRIP, SPRINKLER), IF IN ACRES DIVIDE BY 2.47",NUMBER OF FARMERS USING DRIP/SPRINKLER IRRIGATION,TOTAL NUMBER OF FARMERS,NUMBER OF FARMERS ADOPTED ORGANIC FARMING DURING 2018-19,NUMBER OF FARMERS RECEIVED THE SOIL TESTING REPORT,DOES THE VILLAGE HAVE ACCESS TO CUSTOM HIRING CENTRE (AGRI-EQUIPMENTS),AVAILABILITY OF SOIL TESTING CENTRES,AVAILABILITY OF FERTILIZER SHOP,AVAILABILITY OF GOVERNMENT SEED CENTRES,WHETHER THIS VILLAGE IS A PART OF THE WATERSHED DEVELOPMENT PROJECT,AVAILABILITY OF VETERINARY CLINIC OR HOSPITAL,AVAILABILITY OF MILK COLLECTION CENTRE /MILK ROUTES / CHILLING CENTRES,ANY PROJECT SUPPORTING POULTRY DEVELOPMENT,ANY PROJECT SUPPORTING GOATARY DEVELOPMENT,ANY PROJECT SUPPORTING PIGERY DEVELOPMENT,DOES THE VILLAGE HAVE LIVESTOCK EXTENSION SERVICES,COMMUNITY PONDS USED FOR FISHERIES,PISCICULTURE - INLAND FISHERY/COASTAL FISHERY/ANY OTHER,COMMUNITY BIO GAS OR RECYCLE OF WASTE,AVAILABILITY OF COTTAGE AND SMALL SCALE UNITS (FABRICATION/CONSTRUCTION MATERIAL/DAIRY BASED/TEXTILE ETC.) UNITS,AVAILABILITY OF ELECTRICITY FOR DOMESTIC USE,NUMBER OF HOUSEHOLDS AVAILING BENEFITS OF PRADHAN MANTRI UJJWALA YOJANA (PMUY),TOTAL NUMBER OF HOUSEHOLDS USING CLEAN ENERGY (LPG/BIO GAS),USE OF SOLAR ENERGY/WIND ENERGY FOR ELECTRIFICATION OF THE HOUSE,NUMBER OF HOUSEHOLDS ELECTRIFIED BY SOLAR ENERGY/WIND ENERGY,NUMBER OF HOUSEHOLDS AVAILING THE BENEFITS UNDER SAUBHAGYA SCHEME,AVAILABILITY OF DRAINAGE FACILITIES,AVAILABILITY OF COMMUNITY RAIN WATER HARVESTING SYSTEM/POND/DAM/CHECK DAM ETC.,AVAILABILITY OF PIPED TAP WATER,NUMBER OF HOUSEHOLDS HAVING PIPED WATER CONNECTION,COMMUNITY WASTE DISPOSAL SYSTEM,NUMBER OF TOTAL POPULATION,NUMBER OF MALE,NUMBER OF FEMALE,NUMBER OF TOTAL HOUSEHOLD,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN FARM ACTIVITIES,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN NON-FARM ACTIVITIES,NUMBER OF HOUSEHOLDS WITH KUCCHA WALL AND KUCCHA ROOF,NUMBER OF HOUSEHOLDS NOT HAVING SANITARY LATRINES,NUMBER OF HOUSEHOLDS HAVING BPL RATION CARDS,TOTAL NUMBER OF ELIGIBLE HOUSEHOLDS UNDER NATIONAL FOOD SECURITY ACT (NFSA),NUMBER OF HOUSEHOLDS HAVING JAN-DHAN BANK ACCOUNT,AVAILABILITY OF MINOR FOREST PRODUCTION,NUMBER OF HOUSEHOLDS WHERE ONLY SOURCE OF LIVELIHOOD IS MINOR FOREST PRODUCTION,AVAILABILITY OF COMMUNITY FOREST,TOTAL APPROVED LABOUR BUDGET FOR THE YEAR 2018-19,TOTAL EXPENDITURE APPROVED UNDER NRM IN THE LABOUR BUDGET FOR THE YEAR 2018-19),SHP_total_geog,SHP_net_area_s,SHP_total_unir,SHP_area_irrig,SHP_canals_are,SHP_wells_tube,SHP_tanks_lake,SHP_waterfall_,SHP_closed_dra,SHP_open_drain,SHP_forest_are,SHP_barren_unc,SHP_land_under,SHP_culturable,SHP_fallows_la,SHP_current_fa,SHP_total_popu,SHP_total_hous,SHP_total_male,SHP_total_fema,Hidden_Irrigation_Intensity,Hidden_Farming_Penetration,Hidden_Flood_Irrigation_Hazard,Hidden_Stagnant_Water_Risk,Hidden_Dairy_Waste_Hazard,Hidden_Population_Pressure_On_Land,Hidden_Clean_Energy_Deficit,Hidden_Dry_Land_Fraction,Sat_Paddy_Flood_Confirmation,Sat_Water_AgriPressure,Sat_Waterlogging_Risk,Sat_Biomass_Production,Sat_DryLand_Confirmation,Sat_Biomass_Burning_Risk,Sat_Thermal_Decomposition_Rate,SHP_Irrigation_Discrepancy,Best_Irrigated_Area,SHP_Fallow_Fraction,SHP_Canal_Irrigation_Frac,SHP_Open_Drain_Fraction,Sat_NDRE_CropHealth_Pressure,Sat_MODIS_Cropland_Discrepancy,Sat_Anaerobic_Waterlogging_Index,Irrigation_Source_Canals,Irrigation_Source_Ground Water (Tube Well/Well/Pump),Irrigation_Source_Other,Irrigation_Source_Surface Water,Predicted_CH4_ppb,CRM,SMAM,CDP,In_Situ,Ex_Situ,Prime_Mover,General,Total_Machines,Layer_InSitu,Layer_ExSitu,Layer_General_PM,Layer_Schemes,merge_confidence,merge_stage
-0.1578232302340211,1923.2128539512253,1.5240603347900668,0.2524417206713826,0.3947779905007098,0.5759981944686381,-0.5514968322322213,742.6827940156357,1.0,23.18908957684431,38197,0.0,38197,Sito Mah Jhungian (347),Tarn Taran,143416,31.27928,74.84258,572.0,0.0,23.0,23.0,20.0,1,30,1,2,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,1,0.0,No,,1,0.0,No,<50% habitation covered,24,3,1250,650,600,170,50,50,12,1,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:5,1,5,No,0.0,No,300000.0,0.0,589.0,572.0,0.0,572.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,150.0,569.0,526.0,0.0402097902097902,0.2941176470588235,49.0,0.0,0.0,0.0,170.0,0.0402097902097902,5.8061595754418,0.0,742.6827940156357,871.7625114999182,0.0,0.5759981944686381,0.0,549.0,297.5,0.0,0.0,0.0,19.73889952503549,549.0,0.0,0,0,1,0,1920.515380859375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2707264747461299,1918.250093712623,1.6299595295439822,0.4239274713349442,0.2639425681019801,0.5436756508543883,-0.4563656455895016,737.839201371898,0.401694087997934,23.19753053577984,34279,0.0,34279,Changian (62),FIROZEPUR,142044,30.9765434,74.97147,27.0,0.0,0.0,0.0,0.0,0,0,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,127,72,55,26,0,0,0,1,No ( Nearest facility5-10 kms),0,0,No,0.0,No,0.0,0.0,65.0,27.0,0.0,27.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,24.0,62.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,737.839201371898,44.00890729768752,0.0,0.5436756508543883,0.0,27.0,13.5,0.0,0.3703703703703703,0.0,0.0,10.845740375944215,0.0,0,0,1,0,1920.37646484375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.178715799904162,1926.770036361729,1.6187131079105928,0.2689343558781465,0.4181537652394436,0.5997406967220852,-0.5739764525706946,750.9264740159409,1.0,23.070701693877595,38236,0.0,38236,Nabipur (179),Tarn Taran,143412,31.5855846,74.8760147,202.0,0.0,202.0,0.0,1.0,1,80,1,1,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,100% habitations covered,0,155,1120,590,530,200,83,54,3,1,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:40 Primary School Teachers:6,0,1,No,0.0,No,76.0,0.0,227.0,202.0,0.0,202.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,186.0,556.0,473.0,1.0,0.415,82.0,0.0,0.0,0.0,200.0,0.0,54.3247398873856,0.0,750.9264740159409,326.98004779793973,0.0,0.5997406967220852,0.0,0.0,202.0,0.0,0.0,0.0,34.706762514873816,0.0,0.0,0,1,0,0,1920.3453369140625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2337659846084278,1921.7974581176368,1.8508258355748752,0.3241649402143677,0.4438246901667113,0.6333893125367641,-0.5914214509535383,735.7467654158967,1.0,23.3078749451999,34291,0.0,34291,Sirhali (35),FIROZEPUR,142044,31.0810814,74.93854,280.0,0.0,280.0,0.0,0.0,0,80,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,1062,582,480,210,0,0,0,1,No ( Nearest facility5-10 kms),0,0,No,0.0,No,0.0,0.0,336.0,279.0,0.0,279.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,196.0,580.0,479.0,1.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,90.76618326002296,0.0,735.7467654158967,518.231233960965,0.0,0.6333893125367641,0.0,1.0,279.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1920.309326171875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2376923580811321,1924.8355180085607,1.904522271890996,0.3295025350652519,0.4385966881926019,0.63593139476746,-0.5942866690177173,735.7467654158967,1.0,23.3078749451999,34305,0.0,34305,Nihalke (39),FIROZEPUR,142044,31.0630627,74.81917,302.0,0.0,302.0,0.0,236.0,26,355,2,2,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility1-2 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,25,0.0,No,,2,0.0,No,50 to 100% habitations covered,25,78,496,276,220,88,80,8,2,0,No ( Nearest facility1-2 kms),2,25,No,0.0,No,500000.0,457000.0,326.0,302.0,0.0,302.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,84.0,248.0,194.0,1.0,0.9090909090909092,54.0,0.0,0.0,0.0,88.0,0.0,99.50976558970608,0.0,735.7467654158967,575.1657261110807,0.0,0.63593139476746,0.0,0.0,302.0,0.0,0.0,0.0,35.08773505540815,0.0,0.0,1,0,0,0,1920.3092041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.0415865787851815,1928.596011565813,0.9542441047073552,0.1150438239623426,0.2363727793073469,0.3594432339340854,-0.3621631994304276,735.7467654158967,0.7727426509907888,23.3078749451999,34288,0.0,34288,Dineke (53),FIROZEPUR,142044,31.0630627,74.81917,100.0,0.0,60.0,0.0,0.0,0,0,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,None ( Nearest facilityMore than 10 kms),0,0,170,96,74,33,0,0,0,1,No ( Nearest facilityMore than 10 kms),0,0,Yes,1.0,No,0.0,0.0,259.0,190.0,130.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,148.0,28.0,88.0,60.0,0.6,0.0,0.0,0.0,0.0,0.0,33.0,0.0,6.902629437740556,0.0,735.7467654158967,95.42441047073552,0.0,0.3594432339340854,0.0,0.0,60.0,0.0,0.0,0.0,0.0,17.274265099078875,0.0,0,0,1,0,1920.2823486328125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1677209472391073,1928.9537265240813,1.6492253318448138,0.2525685101718576,0.377927902710791,0.5636182756091886,-0.5315275199449404,739.263396268931,0.9787258772056447,23.25292983425739,34293,0.0,34293,Gatta Badshah (45),FIROZEPUR,236729,31.0957146,74.9769745,459.0,0.0,459.0,0.0,0.0,0,0,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,1061,541,520,180,0,0,0,1,No ( Nearest facility5-10 kms),0,0,No,0.0,No,0.0,0.0,552.0,458.0,0.0,458.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,169.0,492.0,452.0,1.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,115.92894616888265,0.0,739.263396268931,756.9944273167695,0.0,0.5636182756091886,0.0,1.0,458.5,0.0,0.0,0.0,0.0,9.764822362609038,0.0,0,0,1,0,1920.2720947265625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.254141019374583,1918.5703235800008,2.059903194749553,0.3490932499520071,0.4053620730024649,0.6342674865808882,-0.562316980954967,737.839201371898,0.5823376771842513,23.19753053577984,34282,0.0,34282,Churian (58),FIROZEPUR,142044,31.0450459,74.82603,81.0,0.0,81.0,0.0,0.0,37,145,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,57,280,150,130,67,62,5,1,2,No ( Nearest facility5-10 kms),0,26,Yes,1.0,No,0.0,0.0,189.0,82.0,0.0,82.0,3.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,235.0,43.0,128.0,107.0,1.0,0.9253731343283582,25.0,0.0,0.0,0.0,67.0,0.0,28.276553246112574,0.0,737.839201371898,166.8521587747138,0.0,0.6342674865808882,0.0,1.0,81.5,0.0,0.0365853658536585,0.0,25.132448526152825,33.83064814807564,0.0,0,1,0,0,1920.230224609375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1335174211654012,1923.256638502684,1.194281068796199,0.2623388939737157,0.2398362169254232,0.3913916453113475,-0.3316919396042989,743.3727484026684,0.2750906769822859,23.1727597655176,34284,0.0,34284,Maujgarh (56),FIROZEPUR,152132,30.9571857,74.6172943,238.0,0.0,110.0,0.0,0.0,0,15,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,360,198,162,86,0,0,0,1,No ( Nearest facility5-10 kms),0,0,No,0.0,No,0.0,0.0,331.0,107.0,0.0,107.0,5.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,46.0,171.0,150.0,0.4621848739495798,0.0,0.0,0.0,0.0,0.0,86.0,0.0,28.857278337108724,0.0,743.3727484026684,284.2388943734954,0.0,0.3913916453113475,0.0,3.0,108.5,0.0,0.0467289719626168,0.0,0.0,44.52841887821596,0.0,0,0,1,0,1920.192138671875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1599974781716107,1923.145669805624,1.5656032783136384,0.2482811774949375,0.4004903940534139,0.5916103429993138,-0.5661590655316576,809.5495793034928,1.0,23.097725514853323,38053,0.0,38053,Kalsian Khurd (104),Tarn Taran,143305,31.35135,74.6888962,401.0,0.0,350.0,50.0,50.0,0,40,1,1,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,<50% habitation covered,40,150,1756,950,806,310,55,45,3,5,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:No Drinking Water:No Mid Day Meal Scheme:No Primary School Students:55 Primary School Teachers:2,0,55,No,0.0,No,1000000.0,200000.0,336.0,281.0,0.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,1521.0,290.0,801.0,720.0,0.8728179551122195,0.1774193548387097,55.0,0.0,0.0,0.0,310.0,0.1246882793017456,86.89841212322813,0.0,809.5495793034928,627.806914603769,0.0,0.5916103429993138,0.0,69.0,315.5,0.0,1.0,0.0,22.02697167293777,51.0,0.0,0,1,0,0,1920.166259765625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1240839111414213,1923.9530861924875,1.3758527097618536,0.2128591688037297,0.3677985146628226,0.5446707305935737,-0.5311388537874077,767.6952424456971,1.0,23.1379246708608,38079,0.0,38079,Darazke (118),Tarn Taran,143303,31.2972965,74.73037,303.0,0.0,253.0,50.0,50.0,5,45,0,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,50 to 100% habitations covered,25,35,1380,760,620,265,171,22,3,2,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:65 Primary School Teachers:2,45,71,No,0.0,No,1000000.0,200000.0,157.0,138.0,0.0,138.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.0,214.0,607.0,534.0,0.834983498349835,0.6452830188679245,166.0,0.0,0.0,0.0,265.0,0.165016501650165,53.85336970734362,0.0,767.6952424456971,416.88337105784166,0.0,0.5446707305935737,0.0,115.0,195.5,0.0,0.9855072463768116,0.0,62.89354600734266,50.0,0.0,0,1,0,0,1920.1494140625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2410885113962222,1919.689060237284,1.8552088907756608,0.3310438793836194,0.4485655597910315,0.6507254937203798,-0.606951176971792,735.7467654158967,1.0,23.3078749451999,34308,0.0,34308,Butewala (24),FIROZEPUR,142044,31.0450459,74.82603,62.0,0.0,57.2,0.0,48.0,6,112,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,12,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,None ( Nearest facilityMore than 10 kms),12,143,950,491,459,148,140,8,5,1,No ( Nearest facility5-10 kms),0,15,Yes,1.0,No,1.0,0.0,70.0,57.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,124.0,423.0,406.0,0.9225806451612903,0.945945945945946,134.0,0.0,0.0,0.0,148.0,0.0,18.93570990074303,0.0,735.7467654158967,115.02295122809096,0.0,0.6507254937203798,0.0,0.2000000000000028,57.1,0.0,0.0,0.0,62.799178370744414,4.799999999999997,0.0,1,0,0,0,1920.137451171875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1762662009873094,1920.741931812456,1.5722325118553042,0.2679000550358593,0.413595485545379,0.6143868498698738,-0.5896041482388031,767.6952424456971,1.0,23.1379246708608,38083,0.0,38083,Sandhra (135),Tarn Taran,143304,31.2972965,74.73037,700.0,0.0,660.0,40.0,50.0,0,85,2,1,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility2-5 kms),35,160,1685,875,710,266,60,50,30,2,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:80 Primary School Teachers:2,20,60,No,0.0,No,1200000.0,200000.0,409.0,358.0,0.0,358.0,244.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.0,247.0,760.0,689.0,0.9428571428571428,0.225563909774436,60.0,0.0,0.0,0.0,266.0,0.0571428571428571,176.81403632366712,0.0,767.6952424456971,1100.5627582987129,0.0,0.6143868498698738,0.0,302.0,509.0,0.0,0.6815642458100558,0.0,24.81572913272274,40.0,0.0,0,1,0,0,1920.0906982421875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2290785631826391,1923.3191725543213,1.8763341149712665,0.3209537771976901,0.4305472678158978,0.6252877532235638,-0.5842633942250683,735.7467654158967,1.0,23.3078749451999,34306,0.0,34306,Aulakh (460,FIROZEPUR,142044,30.9549541,74.6293,61.53,0.0,61.53,0.0,0.0,0,15,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,230,120,110,40,0,0,0,1,No ( Nearest facility5-10 kms),0,0,No,0.0,No,0.0,0.0,64.0,59.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,34.0,105.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,19.74828591097387,0.0,735.7467654158967,115.45083809418205,0.0,0.6252877532235638,0.0,2.530000000000001,60.265,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1920.0479736328125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2687893114454078,1922.5949172520488,1.96130886109472,0.3576953032412853,0.4670562850846986,0.6718036104507716,-0.6275030843990198,737.839201371898,1.0,23.19753053577984,34321,0.0,34321,Chak Mahrana (129),FIROZEPUR,236721,30.9189186,74.58018,50.0,0.0,20.0,15.0,20.0,5,25,5,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,Yes,50 to 100% habitations covered,15,40,755,405,250,180,14,12,30,2,YesElectricity:Yes Toilet:None Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:1,0,5,Yes,0.0,Yes,30.0,25.0,142.0,131.0,0.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,116.0,312.0,307.0,0.4,0.0777777777777777,9.0,0.0,0.0,0.0,180.0,0.3,7.153906064825706,0.0,737.839201371898,98.065443054736,0.0,0.6718036104507716,0.0,111.0,75.5,0.0,1.0,0.0,6.538787991185781,30.0,0.0,0,1,0,0,1920.0330810546875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1289888895159077,1920.7871585028088,1.4129788804900687,0.2205856198664295,0.3753259925535324,0.5563908384621641,-0.5446058660991435,767.6952424456971,1.0,23.1379246708608,38084,0.0,38084,Qazi Chak (132),Tarn Taran,143303,31.333334,74.6324,350.0,0.0,294.0,1.0,0.0,1,48,0,3,No,No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No ( Nearest facility1-2 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,2,0.0,No,,8,0.0,No,None ( Nearest facility2-5 kms),0,52,480,250,230,80,21,11,20,2,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:25 Primary School Teachers:3,30,13,No,0.0,No,400000.0,85000.0,381.0,353.0,0.0,353.0,335.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,68.0,205.0,198.0,0.84,0.2625,20.0,0.0,0.0,0.0,80.0,0.0028571428571428,64.85217224073027,0.0,767.6952424456971,494.542608171524,0.0,0.5563908384621641,0.0,59.0,323.5,0.0,0.9490084985835694,0.0,7.88184584362418,56.0,0.0,0,1,0,0,1919.9471435546875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1788301112268768,1917.9509082056068,1.605192702371078,0.2713986524429638,0.4142113425735218,0.6021475854706213,-0.5786092266568807,742.436867538563,1.0,23.19595597165984,38174,0.0,38174,Talwandi Mohar Singh (339),Tarn Taran,143416,31.1711712,74.77808,471.0,0.0,23.0,23.0,20.0,1,50,1,1,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,1,0.0,No,,1,0.0,No,<50% habitation covered,0,55,1400,775,625,265,25,25,25,5,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:40 Primary School Teachers:4,1,1,No,0.0,No,200000.0,0.0,509.0,471.0,0.0,471.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.0,248.0,629.0,594.0,0.048832271762208,0.0943396226415094,24.0,0.0,0.0,0.0,265.0,0.048832271762208,6.242169006188167,0.0,742.436867538563,756.0457628167777,0.0,0.6021475854706213,0.0,448.0,247.0,0.0,0.0,0.0,10.355283564338045,448.0,0.0,0,0,1,0,1919.91455078125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.148095638427299,1921.155386733301,1.4488312012251534,0.2413708109252472,0.3925225599891217,0.5795490347469383,-0.5587817430267813,767.6952424456971,1.0,23.1379246708608,38086,0.0,38086,Mari Nauabad (96),Tarn Taran,143419,31.333334,74.6324,300.0,0.0,140.0,0.5,0.0,2,60,2,3,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Livestock Extension Officer,0.0,No,0.0,0.0,0.0,4,0.0,No,,3,0.0,No,None ( Nearest facility5-10 kms),0,98,930,470,460,162,50,40,17,4,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:30 Primary School Teachers:4,40,24,No,0.0,No,400000.0,38000.0,163.0,136.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,156.0,435.0,380.0,0.4666666666666667,0.3086419753086419,48.0,0.0,0.0,0.0,162.0,0.0016666666666666,33.79191352953461,0.0,767.6952424456971,434.649360367546,0.0,0.5795490347469383,0.0,4.0,138.0,0.0,1.0,0.0,19.626127999456084,160.0,0.0,0,1,0,0,1919.9132080078125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
